target,mission,label,published_period,published_depth_ppm,published_duration_hr,mag
KIC 9027841,kepler,eclipse,0.503999678,975.6,0.5421,15.498
KIC 6359175,kepler,variable,349.03703,777.0,4.76,15.499
KIC 8740744,kepler,variable,417.829033,500.8,15.05,15.499
KIC 9030537,kepler,transit,62.5613879,1372.6,5.907,15.5
KIC 6619815,kepler,transit,65.9407869,580.4,7.776,15.502
KIC 8234889,kepler,variable,116.301793,649.0,2.253,15.503
KIC 4843751,kepler,variable,310.61299,920.0,2.562,15.503
KIC 12885212,kepler,blend,2.057499811,325.6,2.569,15.504
KIC 8192911,kepler,blend,7.53887442,342.1,3.147,15.504
KIC 7376983,kepler,transit,2.345863002,316.7,1.6795,15.505
KIC 7898352,kepler,transit,127.2824442,8088.6,7.1545,15.505
KIC 12070811,kepler,transit,12.3935651,916.6,3.8896,15.505
KIC 8605074,kepler,eclipse,37.601661282,59130.1,8.30604,15.505
KIC 6058614,kepler,eclipse,1.731079436,11974.0,1.8419,15.505
KIC 9597854,kepler,blend,1.287097944,106.1,1.94,15.506
KIC 10341876,kepler,variable,351.204993,1257.9,22.414,15.506
KIC 11403044,kepler,transit,4.125543472,1487.3,3.1744,15.506
KIC 9934208,kepler,eclipse,9.058487716,127971.0,4.14334,15.507
KIC 7125636,kepler,eclipse,6.49066214,195090.0,3.47128,15.507
KIC 10711551,kepler,variable,10.692230094,376651.0,5.46939,15.507
KIC 7882360,kepler,blend,364.14397,513.5,15.37,15.508
KIC 10854555,kepler,transit,2.525591777,603.3,1.6545,15.509
KIC 4928119,kepler,eclipse,44.638983058,36830.1,3.04001,15.51
KIC 9025662,kepler,variable,293.70696,1575.0,11.03,15.51
KIC 11298815,kepler,blend,5.73865933,688.6,4.051,15.51
KIC 7021177,kepler,eclipse,18.64532882,433815.0,3.63893,15.511
KIC 4386607,kepler,blend,5.99321872,203.2,3.92,15.512
KIC 9839062,kepler,variable,424.623345,5132.1,9.666,15.513
KIC 8176650,kepler,eclipse,15.801100028,37545.0,6.37505,15.513
KIC 8397947,kepler,transit,9.0194714,191.6,5.92,15.514
KIC 7047824,kepler,transit,24.7543849,593.3,3.39,15.514
KIC 7257363,kepler,blend,5.23340265,242.1,3.242,15.516
KIC 11858748,kepler,blend,1.780984316,590.9,2.173,15.516
KIC 7670617,kepler,eclipse,24.70361995,217538.0,6.9719,15.517
KIC 9715939,kepler,eclipse,12.893018017,16032.8,3.30029,15.517
KIC 10213902,kepler,transit,59.6222627,993.4,6.888,15.517
KIC 9967398,kepler,variable,49.873958,562.0,1.351,15.518
KIC 4375101,kepler,eclipse,61.25964956,233258.0,12.1777,15.518
KIC 9214712,kepler,eclipse,265.2996227,100158.0,8.8452,15.518
KIC 5113053,kepler,eclipse,3.185090259,423276.0,4.80188,15.519
KIC 12351927,kepler,eclipse,10.116144515,58143.5,2.70314,15.52
KIC 7024530,kepler,eclipse,66.1539783,6951.0,5.896,15.52
KIC 7581535,kepler,variable,218.56734012,,2.38,15.52
KIC 9762514,kepler,blend,7.51509713,187.1,2.62,15.52
KIC 7174351,kepler,blend,1.487084251,295.7,1.3233,15.52
KIC 10711913,kepler,eclipse,19.407958161,142059.0,6.09676,15.521
KIC 4848115,kepler,blend,0.969602551,111.0,1.728,15.522
KIC 2989706,kepler,eclipse,1.257689465,945.6,0.8399,15.522
KIC 8892720,kepler,eclipse,61.4911479,58702.9,9.745,15.523
KIC 11812062,kepler,transit,3.728732147,5226.5,2.683,15.523
KIC 8037038,kepler,transit,4.09513876,181.7,2.462,15.524
KIC 8302302,kepler,eclipse,1.135930136,27247.4,4.5036,15.524
KIC 11463211,kepler,blend,1.50635409,2211.7,1.5155,15.525
KIC 12164564,kepler,transit,3.35184041,345.3,1.9855,15.526
KIC 11912911,kepler,blend,3.74788208,153.4,4.183,15.527
KIC 5980783,kepler,transit,37.3033197,551.7,7.793,15.527
KIC 6183511,kepler,transit,0.727331746,357.4,0.8323,15.527
KIC 7038988,kepler,variable,65.67350728,,2.73,15.528
KIC 12356914,kepler,eclipse,27.308150159,388005.0,4.43906,15.529
KIC 6442602,kepler,variable,0.56678228,146.8,4.725,15.53
KIC 5962509,kepler,blend,0.790049989,70.8,2.794,15.53
KIC 3935914,kepler,transit,1.594745374,15044.5,1.9604,15.53
KIC 11030711,kepler,transit,205.912735,2378.8,9.992,15.531
KIC 8689373,kepler,transit,3.78402867,426.1,1.9012,15.532
KIC 6784235,kepler,transit,3.167893418,781.2,2.1814,15.533
KIC 7377033,kepler,eclipse,1.956811408,24905.0,2.1958,15.533
KIC 11285136,kepler,eclipse,2.368173896,10143.0,2.346,15.533
KIC 11252617,kepler,blend,1.27620899,186.2,2.169,15.534
KIC 10080248,kepler,transit,14.8783945,322.8,7.491,15.534
KIC 11348997,kepler,transit,5.132486123,908.4,1.4575,15.535
KIC 9902856,kepler,eclipse,135.9121619,10188.0,5.628,15.535
KIC 11129258,kepler,transit,25.384175,594.0,3.576,15.535
KIC 7362696,kepler,eclipse,4.93129874,676.1,1.8626,15.535
KIC 8106139,kepler,variable,551.49832,1874.4,40.92,15.536
KIC 11242721,kepler,eclipse,19.651209505,11766.3,5.2514,15.536
KIC 11403216,kepler,eclipse,4.05325447,110916.0,4.0116,15.537
KIC 3547091,kepler,eclipse,3.305577989,17971.0,2.5903,15.537
KIC 9291748,kepler,eclipse,15.926990634,394232.0,11.5142,15.538
KIC 10651945,kepler,eclipse,25.366990665,150581.0,5.9556,15.538
KIC 2438517,kepler,blend,3.31587688,185.6,3.152,15.539
KIC 3657758,kepler,transit,2.3702932,224.8,1.666,15.54
KIC 11615481,kepler,eclipse,65.4317194,153407.0,12.2384,15.54
KIC 5021899,kepler,transit,21.81295996,1175.4,4.3791,15.54
KIC 3342970,kepler,transit,2.711504086,837.5,3.0099,15.541
KIC 11967872,kepler,variable,134.370692,432.6,8.73,15.541
KIC 3328052,kepler,blend,2.11547854,222.9,3.665,15.542
KIC 8883593,kepler,transit,5.743469797,1240.2,3.4412,15.543
KIC 1293046,kepler,blend,36.2671673,627.1,2.065,15.544
KIC 8758136,kepler,blend,0.998212785,118.8,2.489,15.544
KIC 9907505,kepler,eclipse,39.206808648,186978.0,6.24701,15.545
KIC 9827149,kepler,transit,2.131945045,269.4,1.8061,15.545
KIC 7136958,kepler,eclipse,29.015852933,71432.1,7.19844,15.546
KIC 11614528,kepler,blend,1.870990236,642.6,1.8432,15.546
KIC 5283542,kepler,blend,5.97581754,962.4,3.065,15.546
KIC 10554967,kepler,blend,0.53633519,444.1,1.0547,15.546
KIC 4659255,kepler,eclipse,198.01379181,142501.0,9.72673,15.546
KIC 7900100,kepler,variable,397.73781,460.8,13.08,15.548
KIC 9031209,kepler,transit,47.0568476,1531.2,5.2232,15.549
KIC 5103998,kepler,eclipse,174.7697122,68139.0,2.3569,15.549
KIC 6026438,kepler,transit,16.9348104,346.3,3.408,15.549
KIC 4940438,kepler,eclipse,9.08590495,2121.3,2.0718,15.549
KIC 6606438,kepler,transit,103.4269873,950.1,5.03,15.549
KIC 6211812,kepler,transit,2.524017517,303.0,1.1968,15.55
KIC 9229657,kepler,transit,2.66831274,266.2,2.4141,15.553
KIC 10863608,kepler,transit,8.07127043,318.2,2.393,15.553
KIC 6531485,kepler,eclipse,0.676990194,20505.9,1.69459,15.553
KIC 9551430,kepler,variable,7.7553808,839.6,22.321,15.553
KIC 11752908,kepler,blend,6.38315744,1112.6,1.7075,15.554
KIC 9823487,kepler,transit,16.00460392,831.9,3.9475,15.554
KIC 10141271,kepler,blend,15.4032765,253.0,3.246,15.555
KIC 2861126,kepler,variable,105.52127462,,2.52,15.555
KIC 10395381,kepler,transit,17.6717714,918.6,3.4202,15.556
KIC 7257966,kepler,transit,3.035206175,696.9,0.6182,15.556
KIC 4079530,kepler,eclipse,17.72722648,147144.0,4.1376,15.556
KIC 6953281,kepler,blend,0.566799395,231.2,1.5368,15.557
KIC 5015459,kepler,eclipse,158.3226379,4863.0,2.1881,15.557
KIC 4932689,kepler,blend,18.1118457,328.7,6.309,15.558
KIC 5649956,kepler,eclipse,1.207852845,49720.0,3.5802,15.559
KIC 12009347,kepler,eclipse,2.723858181,5497.0,1.4313,15.561
KIC 5978170,kepler,transit,5.68879083,241.5,2.55,15.561
KIC 9351316,kepler,transit,161.515617,2215.3,6.548,15.561
KIC 11909839,kepler,eclipse,10.405998015,14488.8,6.5036,15.562
KIC 9269042,kepler,transit,12.00089667,420.7,3.266,15.563
KIC 6364067,kepler,blend,5.2438982,162.2,7.881,15.563
KIC 7451315,kepler,variable,368.5224,1330.2,36.29,15.564
KIC 5438099,kepler,transit,17.32670445,800.0,4.269,15.565
KIC 8164257,kepler,transit,49.5004725,965.2,5.772,15.565
KIC 9005854,kepler,eclipse,1.890227354,112262.0,3.855,15.569
KIC 9643874,kepler,transit,8.027681123,8725.4,3.0942,15.57
KIC 10653179,kepler,transit,47.1607932,723.2,4.003,15.57
KIC 6062929,kepler,transit,22.1334224,654.6,2.049,15.571
KIC 10591855,kepler,transit,1.574090323,224.9,1.5796,15.571
KIC 6283224,kepler,variable,0.76647343,199901.0,2.46345,15.572
KIC 6528141,kepler,blend,2.022658,135.7,3.343,15.572
KIC 4076098,kepler,transit,3.990105908,6154.9,2.4108,15.572
KIC 7816680,kepler,eclipse,4.292599454,140032.0,4.73293,15.573
KIC 4055774,kepler,blend,6.58738839,258.5,4.758,15.575
KIC 8750503,kepler,variable,11.9283194,182.5,6.69,15.577
KIC 10812504,kepler,blend,79.9201319,1326.8,4.482,15.577
KIC 4470888,kepler,variable,523.36921,9918.0,1.007,15.577
KIC 6469946,kepler,blend,0.715802309,2208.6,1.5586,15.579
KIC 6891513,kepler,blend,9.9398272,478.6,4.1198,15.579
KIC 4275739,kepler,eclipse,2.171827838,42086.0,3.2205,15.58
KIC 4917658,kepler,variable,586.91711807,,5.32,15.58
KIC 6022556,kepler,transit,3.709870784,2020.3,3.0694,15.581
KIC 6672229,kepler,eclipse,23.832382513,278997.0,7.06068,15.581
KIC 4455763,kepler,eclipse,0.766298172,19400.9,1.78462,15.581
KIC 3230206,kepler,blend,7.04715073,282.5,1.434,15.583
KIC 11718389,kepler,transit,5.94373492,301.0,1.847,15.583
KIC 4476123,kepler,transit,22.36646466,986.8,5.228,15.583
KIC 4346875,kepler,eclipse,4.694218481,175471.0,4.53365,15.584
KIC 10858691,kepler,transit,1.796320953,210.9,1.9139,15.587
KIC 8009350,kepler,transit,13.75207851,1215.6,2.8831,15.587
KIC 11854061,kepler,variable,504.88419,5058.0,20.18,15.588
KIC 11873171,kepler,blend,0.734426409,94.1,1.569,15.588
KIC 9897364,kepler,transit,64.2729088,1213.9,12.136,15.589
KIC 9285265,kepler,transit,16.5860329,231.3,7.043,15.589
KIC 8240904,kepler,transit,107.7214092,1396.2,8.042,15.59
KIC 10664150,kepler,variable,370.2402,1272.6,31.46,15.59
KIC 5308663,kepler,blend,0.784512952,586.0,2.4623,15.59
KIC 2442084,kepler,eclipse,49.788613011,219219.0,7.41807,15.591
KIC 3114167,kepler,transit,6.770300385,1304.0,2.0844,15.591
KIC 11455181,kepler,transit,10.9294815,196.9,5.893,15.591
KIC 10686814,kepler,blend,2.61846258,275.3,3.505,15.593
KIC 8802693,kepler,transit,26.41044199,991.1,3.0715,15.593
KIC 10556578,kepler,eclipse,0.626431697,37224.0,2.0171,15.594
KIC 8379021,kepler,eclipse,11.52482874,577.6,1.724,15.595
KIC 6042663,kepler,eclipse,30.971766472,228680.0,8.31171,15.596
KIC 4284980,kepler,blend,2.2430415,101.1,3.63,15.596
KIC 8678664,kepler,eclipse,15.420409367,14759.2,2.3707,15.596
KIC 3001885,kepler,blend,2.67596808,420.6,2.021,15.596
KIC 9415172,kepler,transit,5.71462396,297.8,2.336,15.596
KIC 4456622,kepler,eclipse,0.751408792,17481.0,2.2974,15.596
KIC 7102227,kepler,transit,36.7704935,1346.6,4.42,15.596
KIC 6685403,kepler,variable,429.60143,1001.4,18.11,15.596
KIC 9579753,kepler,blend,1.08908149,130.7,2.262,15.597
KIC 10848459,kepler,eclipse,1.736952453,8079.2,2.40641,15.597
KIC 4061149,kepler,transit,2.757584622,563.1,0.9267,15.597
KIC 3958301,kepler,blend,35.2340413,465.5,11.874,15.598
KIC 9761882,kepler,transit,24.58716355,907.5,3.984,15.598
KIC 7130418,kepler,blend,15.52861675,500.0,2.131,15.598
KIC 3848275,kepler,transit,5.19492747,272.9,3.167,15.598
KIC 8381592,kepler,eclipse,2.892087553,71631.0,3.16757,15.599
KIC 5955427,kepler,variable,213.201978,696.9,15.396,15.599
KIC 6948054,kepler,transit,36.2761238,1572.6,4.7865,15.599
KIC 7122259,kepler,eclipse,20.882125422,233450.0,8.03365,15.6
KIC 9472074,kepler,transit,0.558841234,280.9,0.7918,15.6
KIC 4828341,kepler,eclipse,36.12895451,3758.6,2.2348,15.6
KIC 10214162,kepler,transit,17.42393582,770.9,4.929,15.601
KIC 6201203,kepler,variable,176.17377,349.9,14.58,15.601
KIC 6707908,kepler,eclipse,2.466070972,704.5,1.9559,15.601
KIC 6190535,kepler,variable,3.652810043,119.4,1.5132,15.602
KIC 10059645,kepler,transit,6.49441464,357.3,2.344,15.602
KIC 8349405,kepler,variable,7.1688266,,1.29,15.602
KIC 9077124,kepler,transit,3.166353562,1473.4,3.3129,15.603
KIC 8760135,kepler,eclipse,184.6467208,410274.0,18.9869,15.603
KIC 6849310,kepler,transit,20.0504494,840.9,4.556,15.604
KIC 6925263,kepler,variable,2.51989935,147.2,1.55,15.604
KIC 11179076,kepler,transit,48.4313003,886.4,4.03,15.605
KIC 3559860,kepler,transit,33.0257179,507.1,6.032,15.606
KIC 7747197,kepler,variable,22.52907,327.1,1.373,15.607
KIC 10535708,kepler,blend,0.93373761,58.7,3.303,15.609
KIC 11667548,kepler,blend,0.831741499,1231.1,2.297,15.61
TIC 398733009,tess,false_positive,0.8185672,44712.1811611,0.9809687,15.61
KIC 9643210,kepler,variable,3.850304552,158.0,1.5337,15.61
KIC 12061096,kepler,blend,15.05028313,615.2,1.848,15.612
KIC 9156585,kepler,blend,22.32423657,1299.3,3.669,15.612
KIC 10130057,kepler,blend,2.17812826,100.8,2.601,15.613
KIC 6964043,kepler,eclipse,10.72396374,13518.0,3.8439,15.613
KIC 11187837,kepler,transit,17.60461401,2292.1,3.716,15.613
KIC 5524881,kepler,blend,7.19552624,214.6,4.095,15.614
KIC 5544903,kepler,blend,7.57571414,418.5,2.357,15.614
KIC 2856960,kepler,eclipse,204.280255,10579.0,37.2,15.615
KIC 9079587,kepler,variable,364.33929,1944.0,13.486,15.616
KIC 8302473,kepler,blend,2.44200193,128.6,3.146,15.617
KIC 9582496,kepler,variable,224.447413,651.0,4.986,15.618
KIC 9395719,kepler,transit,2.607545159,351.5,1.3916,15.618
KIC 6937402,kepler,transit,10.3108232,204.0,5.617,15.619
KIC 11761199,kepler,eclipse,213.6103207,110990.0,10.7643,15.619
KIC 10407430,kepler,blend,0.933759404,114.9,3.491,15.619
KIC 8757213,kepler,variable,328.0485,398.0,13.75,15.619
TIC 120916706,tess,transit,0.5568212,42426.1114659,0.9135251,15.6198
KIC 7449541,kepler,transit,3.00725068,285.8,4.4302,15.62
KIC 2446623,kepler,eclipse,175.06586091,45134.0,4.5181,15.62
KIC 8682751,kepler,variable,44.36123319,,2.49,15.621
KIC 5942808,kepler,transit,2.935362067,1052.6,1.5043,15.622
KIC 4067336,kepler,eclipse,10.12742274,933.5,1.2762,15.623
KIC 10225800,kepler,blend,1.423799421,2008.4,1.4866,15.623
KIC 9589323,kepler,transit,3.949627144,807.2,1.5485,15.623
KIC 10329469,kepler,transit,55.8224775,879.6,5.457,15.624
KIC 4247023,kepler,eclipse,47.189437,370871.0,11.555,15.624
KIC 6226290,kepler,transit,14.08826442,889.4,4.1847,15.624
KIC 11187436,kepler,transit,5.90741476,5569.0,1.016,15.625
KIC 1575690,kepler,eclipse,2.252417903,32296.0,1.9767,15.625
KIC 12023089,kepler,eclipse,0.623441636,19340.5,1.46001,15.626
KIC 8312222,kepler,eclipse,12.823275455,121991.0,5.32062,15.626
KIC 3328027,kepler,blend,2.11548883,169.5,4.008,15.627
KIC 6590307,kepler,blend,1.33253834,62.4,3.737,15.627
KIC 11080405,kepler,transit,25.1933989,481.2,4.62,15.629
KIC 4736569,kepler,transit,10.13200555,911.6,3.1683,15.629
KIC 5736461,kepler,variable,7.346159047,121807.0,6.5974,15.63
KIC 8686150,kepler,eclipse,51.42598578,66067.7,16.9422,15.631
KIC 8738115,kepler,eclipse,37.59406667,28617.7,8.9943,15.632
KIC 4651399,kepler,variable,508.807642,2127.0,4.495,15.635
KIC 6021655,kepler,variable,63.571688,591.0,6.01,15.635
KIC 4851145,kepler,blend,1.23521458,89.5,0.918,15.637
KIC 3550434,kepler,eclipse,1.1910489,1391.1,1.3738,15.637
KIC 4140813,kepler,transit,13.36019864,699.9,2.788,15.637
KIC 8668810,kepler,variable,313.09275066,445612.0,14.3447,15.638
KIC 8575061,kepler,variable,216.453511,1137.0,3.321,15.638
KIC 9832208,kepler,transit,88.0712769,885.4,6.758,15.639
KIC 6185331,kepler,transit,49.7700907,3529.2,10.065,15.64
KIC 11144439,kepler,blend,0.609125246,139.2,0.655,15.64
KIC 10924853,kepler,blend,2.102416517,1502.5,1.7684,15.642
KIC 7345136,kepler,variable,28.7369766,525.0,1.586,15.642
KIC 9711297,kepler,variable,373.74856,797.8,28.18,15.642
KIC 5816165,kepler,eclipse,0.591914504,1057.7,1.0225,15.643
KIC 6182019,kepler,eclipse,3.664964374,90827.0,3.9058,15.643
KIC 10083623,kepler,eclipse,1.278555003,1478.0,1.4247,15.643
KIC 8940918,kepler,blend,1.405887031,216.0,1.184,15.643
KIC 6862332,kepler,blend,119.0192648,1977.0,8.1,15.644
KIC 10271806,kepler,transit,5.924993927,1608.1,2.8874,15.644
KIC 6508734,kepler,variable,480.03759,717.4,16.25,15.644
KIC 10468885,kepler,transit,0.664074145,212.6,1.0925,15.645
KIC 3117115,kepler,variable,485.91276,1368.0,2.42,15.645
KIC 3728432,kepler,transit,3.90863457,867.2,1.7704,15.646
KIC 5957181,kepler,variable,393.34331,1750.0,9.481,15.646
KIC 3734868,kepler,eclipse,10.328035714,16917.7,7.7915,15.646
KIC 9205907,kepler,transit,12.02295362,778.6,1.2667,15.646
KIC 10407221,kepler,blend,0.933746783,417.5,4.255,15.647
KIC 5124254,kepler,blend,14.0498182,472.0,2.907,15.648
KIC 5014903,kepler,blend,7.72768833,404.8,2.06,15.648
KIC 9141746,kepler,transit,6.491682808,7163.3,4.301,15.649
KIC 8351704,kepler,transit,7.09712124,369.5,2.1059,15.649
KIC 7877824,kepler,variable,9.44942685,488997.0,6.40303,15.65
KIC 8308682,kepler,variable,338.20075,678.2,15.23,15.65
KIC 11288505,kepler,transit,19.80787763,616.3,3.453,15.65
KIC 8414716,kepler,transit,5.392026903,1151.4,2.9804,15.651
KIC 5562090,kepler,transit,28.8431751,756.7,3.171,15.652
KIC 6118370,kepler,transit,14.0328775,210.9,6.684,15.652
KIC 9446824,kepler,eclipse,4.20233673,45982.0,3.6973,15.653
KIC 8231667,kepler,transit,42.8774169,1068.8,1.991,15.654
KIC 8766268,kepler,blend,5.29731736,167.5,3.341,15.654
KIC 11860395,kepler,transit,82.303914,737.0,15.404,15.654
KIC 8256049,kepler,blend,16.37198661,4147.6,3.8449,15.654
KIC 11192235,kepler,transit,1.615357809,499.6,1.1435,15.655
KIC 9771920,kepler,variable,378.70643955,,14.66,15.658
KIC 8282651,kepler,transit,2.361724472,587.0,1.2167,15.658
KIC 8561231,kepler,transit,28.6853212,689.1,6.307,15.658
KIC 5621586,kepler,transit,5.25419589,461.8,2.9878,15.659
KIC 5531576,kepler,transit,4.14451656,391.8,2.3421,15.66
KIC 10164018,kepler,blend,8.5412411,298.8,3.654,15.661
KIC 2161536,kepler,transit,16.85592593,871.5,2.309,15.661
KIC 1432214,kepler,eclipse,161.78832712,87750.0,5.31,15.661
TIC 369480087,tess,false_positive,0.3643225,38216.7895418,0.2120684,15.6615
KIC 7685981,kepler,transit,4.40841331,549.4,5.012,15.662
KIC 10273903,kepler,variable,372.54353,1106.0,21.83,15.662
KIC 10415227,kepler,blend,2.9322509,181.2,2.931,15.662
KIC 8128067,kepler,eclipse,12.4285576,620.1,13.98,15.663
KIC 4072333,kepler,blend,2.007750531,352.0,2.0715,15.664
KIC 10924562,kepler,transit,18.6052046,242.5,6.829,15.665
KIC 6609270,kepler,blend,15.0367776,503.5,3.042,15.665
KIC 8030339,kepler,transit,5.71668787,431.7,1.97,15.665
KIC 11076176,kepler,eclipse,0.699985822,389433.0,3.02633,15.667
KIC 8516349,kepler,variable,559.28332,1360.0,4.245,15.669
KIC 1873513,kepler,transit,3.290304098,13552.6,1.7215,15.669
KIC 4664847,kepler,transit,7.748094239,2472.1,3.5957,15.67
KIC 5728283,kepler,eclipse,6.198273591,47302.6,7.53837,15.67
KIC 2019076,kepler,eclipse,3.564614021,94342.0,3.44204,15.671
KIC 8703506,kepler,eclipse,352.710091,1658.0,2.901,15.672
KIC 5084171,kepler,transit,153.979362,792.5,9.028,15.672
KIC 10670119,kepler,transit,14.87149773,944.9,2.4076,15.673
KIC 1995732,kepler,eclipse,77.36241476,96585.8,12.1317,15.673
KIC 3120397,kepler,blend,20.5311708,284.6,5.67,15.673
KIC 7819520,kepler,variable,230.80401566,,3.57,15.673
KIC 8261920,kepler,transit,7.72513619,382.2,2.042,15.673
KIC 4939346,kepler,transit,34.9168399,500.0,7.343,15.674
KIC 4147171,kepler,variable,538.36855,545.5,19.26,15.674
KIC 5542466,kepler,transit,2.35574505,266.9,1.796,15.674
KIC 8075618,kepler,eclipse,8.780603773,90027.8,3.16989,15.674
KIC 3954211,kepler,blend,0.594274521,4691.5,2.162,15.676
KIC 10014875,kepler,variable,453.64875,523.4,18.34,15.677
KIC 9649222,kepler,eclipse,5.918619554,94124.0,3.94804,15.678
KIC 2721030,kepler,transit,6.10027621,766.6,4.7476,15.678
KIC 7448023,kepler,blend,0.566816802,94.0,1.981,15.678
KIC 9642292,kepler,transit,15.1408916,476.8,4.359,15.679
KIC 11966557,kepler,eclipse,60.2976774,315892.0,14.2561,15.68
KIC 10751515,kepler,eclipse,56.40651043,102294.0,18.4332,15.681
KIC 3218844,kepler,variable,85.112898,513.8,2.503,15.681
KIC 3245969,kepler,transit,11.39102358,448.6,2.303,15.681
KIC 9016592,kepler,variable,46.50446209,,1.37,15.682
KIC 5780194,kepler,variable,149.237142,772.0,2.503,15.683
KIC 4545570,kepler,transit,5.60473115,210.0,2.885,15.683
KIC 8482513,kepler,variable,356.99135,747.8,17.03,15.684
KIC 8007644,kepler,transit,25.2034128,697.1,4.515,15.684
KIC 5435816,kepler,eclipse,181.8521773,27559.0,5.7725,15.684
KIC 10345478,kepler,eclipse,14.49839316,3271.1,3.7343,15.684
KIC 6522353,kepler,blend,0.845097627,86.5,1.873,15.685
KIC 7283710,kepler,variable,353.40191,948.0,6.681,15.687
KIC 10031526,kepler,blend,8.5893644,179.3,6.975,15.687
KIC 9153554,kepler,blend,0.373684977,456.8,0.9621,15.688
KIC 12021625,kepler,transit,15.9314412,556.7,2.435,15.688
KIC 1717722,kepler,transit,4.53702121,504.4,1.813,15.689
KIC 7690844,kepler,transit,22.0459163,804.8,5.22,15.689
KIC 7510820,kepler,transit,29.3493852,659.2,4.313,15.689
KIC 10459805,kepler,variable,461.13781,408.2,12.91,15.69
KIC 3973504,kepler,eclipse,4.318726936,59429.0,2.67349,15.69
KIC 5616628,kepler,variable,419.75224,754.0,4.154,15.691
KIC 4276114,kepler,eclipse,3.722404453,55368.0,2.5214,15.691
KIC 10141900,kepler,transit,1.196548464,224.6,1.2592,15.692
KIC 9761199,kepler,eclipse,0.692015479,4518.1,1.1315,15.692
KIC 6185496,kepler,blend,0.47462889,331.3,1.0194,15.692
KIC 7135852,kepler,transit,4.220965778,2260.0,3.0854,15.692
KIC 6515335,kepler,variable,185.53285,877.0,31.46,15.692
KIC 12557548,kepler,transit,0.65355361,4595.9,1.63,15.692
KIC 9640907,kepler,blend,1.089088292,141.7,1.8599,15.693
KIC 11966668,kepler,variable,313.19875,721.0,8.603,15.693
KIC 5450814,kepler,eclipse,6.487525901,20209.0,2.4536,15.693
KIC 2708614,kepler,eclipse,52.884577,11969.0,7.892,15.694
KIC 9813499,kepler,transit,5.03257009,439.1,4.213,15.695
KIC 6779726,kepler,transit,47.0563327,762.0,4.807,15.695
KIC 9171886,kepler,variable,369.7985,1106.4,12.564,15.696
KIC 9141355,kepler,transit,469.61309,1234.7,13.709,15.696
KIC 5942949,kepler,transit,57.2932309,773.6,4.878,15.699
KIC 10723367,kepler,transit,19.9865916,648.0,4.391,15.699
KIC 10294509,kepler,blend,1.85447373,306.8,2.665,15.699
KIC 5864975,kepler,transit,98.7179332,7320.0,6.593,15.7
KIC 3122913,kepler,transit,11.60653061,771.7,2.194,15.701
KIC 5871918,kepler,eclipse,12.643303542,236718.0,5.48853,15.701
KIC 9288786,kepler,eclipse,1.744101106,9681.4,1.5497,15.702
KIC 8108437,kepler,eclipse,351.2878737,134634.0,11.2066,15.703
KIC 4150539,kepler,blend,94.219289,1025.9,24.312,15.703
KIC 9480310,kepler,transit,15.43400996,1785.9,4.2572,15.703
KIC 5780460,kepler,transit,35.61760233,4634.9,8.4559,15.703
KIC 8043721,kepler,variable,0.77957913,70.4,2.457,15.703
KIC 6766583,kepler,variable,63.024229,294.6,5.77,15.705
KIC 10416390,kepler,blend,215.737826,8476.0,7.257,15.705
KIC 10735988,kepler,eclipse,1.927177921,136135.0,2.7742,15.706
KIC 4473226,kepler,transit,14.83340944,783.0,3.927,15.707
KIC 9282762,kepler,blend,1.33255441,106.7,3.828,15.708
KIC 2718778,kepler,transit,3.92453009,463.5,3.691,15.708
KIC 5428471,kepler,blend,0.75499096,215.8,2.485,15.708
KIC 7916058,kepler,variable,7.1091096,156.7,10.67,15.71
KIC 8025596,kepler,transit,4.69505576,240.0,3.058,15.711
TIC 31858844,tess,false_positive,2.9776152,43218.111683,3.25697,15.7114
KIC 4571536,kepler,eclipse,0.676715927,264.5,0.63,15.713
KIC 9710626,kepler,variable,371.21454,1780.0,19.4,15.713
KIC 10872983,kepler,transit,2.56658897,226.5,2.429,15.714
KIC 3354846,kepler,transit,18.5525162,771.5,4.385,15.714
KIC 12022517,kepler,eclipse,3.442714533,60039.0,3.36034,15.715
KIC 12506342,kepler,blend,1.22775105,327.6,1.602,15.715
KIC 3749365,kepler,transit,1.97376085,30222.4,1.82542,15.715
KIC 7285757,kepler,transit,19.5489666,523.8,1.78,15.717
KIC 6349881,kepler,transit,198.088873,1027.7,7.955,15.717
KIC 9347009,kepler,transit,19.32945602,935.5,3.794,15.719
KIC 6462874,kepler,blend,10.42360821,878.3,5.404,15.719
KIC 6199864,kepler,blend,262.477098,1016.0,5.816,15.72
KIC 8266276,kepler,blend,0.837898153,268.9,2.104,15.72
KIC 11400356,kepler,variable,677.56282,631.0,10.53,15.721
KIC 4370527,kepler,transit,61.6174528,1350.7,3.816,15.722
KIC 7304449,kepler,transit,1.538180949,841.0,1.2635,15.722
KIC 11513486,kepler,transit,6.64754478,289.3,1.961,15.724
KIC 9714123,kepler,eclipse,50.35545898,107138.0,5.51863,15.724
KIC 11350389,kepler,eclipse,1.51264208,23842.0,1.871,15.724
KIC 4757331,kepler,eclipse,1.181046137,52609.0,2.6923,15.725
KIC 4275191,kepler,transit,3.895936525,8544.8,2.3111,15.725
KIC 2707097,kepler,eclipse,0.692807507,25338.3,1.49242,15.726
KIC 7798259,kepler,eclipse,1.734221252,289817.0,2.4577,15.726
